id,data_hora,tipo,url,eh_sentenca,eh_decisao,arquivo_local
0,02/09/2025 10:47:17,Despacho (Decisão),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=2f5fb49081240e8c38a9cc6174cfd132823c8665acd2481b9927a419635917623a6537dbc35484733d683b6e6274416a7c1c3aaa23015f6c&idProcessoDoc=161550791,False,True,
1,25/09/2024 14:48:37,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=2f5fb49081240e8cc935acd1e298a849823c8665acd2481b9927a419635917623a6537dbc35484733d683b6e6274416a7c1c3aaa23015f6c&idProcessoDoc=161550789,False,False,
2,30/08/2024 09:35:45,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=7cb844adb4d859bebca7388b5328d230823c8665acd2481b9927a419635917623a6537dbc35484733d683b6e6274416a7c1c3aaa23015f6c&idProcessoDoc=127720169,False,False,
3,08/02/2024 15:47:56,Sentença (Sentença),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=217ffb171271547d43547e4c57ad82d4823c8665acd2481b9927a419635917623a6537dbc35484733d683b6e6274416a7c1c3aaa23015f6c&idProcessoDoc=111575819,True,False,sentencas_tjma\pdfs\08030373120218100060_003_08-02-2024_15-47-56_Sentença.html
4,14/09/2023 10:26:32,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=c897b6bf49c52d7cbf9e7d2c42a2843dd47e6ea6c98a2116d442124c574ac7fdfdedda889bd023699bc1aa02ca813b80dcbf5d00c8322fe5&idProcessoDoc=101188101,False,False,
5,13/03/2023 16:09:48,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=94cd723f48cae73bbf9e7d2c42a2843dd47e6ea6c98a2116d442124c574ac7fdfdedda889bd023699bc1aa02ca813b80dcbf5d00c8322fe5&idProcessoDoc=87679604,False,False,
6,24/11/2022 11:12:48,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=86e0060fe843b6a6bf9e7d2c42a2843dd47e6ea6c98a2116d442124c574ac7fdfdedda889bd023699bc1aa02ca813b80dcbf5d00c8322fe5&idProcessoDoc=81205495,False,False,
7,26/11/2021 17:31:25,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=2e016019f25c7acdbf9e7d2c42a2843dd47e6ea6c98a2116d442124c574ac7fdfdedda889bd023699bc1aa02ca813b80dcbf5d00c8322fe5&idProcessoDoc=54421019,False,False,
8,08/08/2021 12:36:35,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=6cfe608470118702bf9e7d2c42a2843dd47e6ea6c98a2116d442124c574ac7fdfdedda889bd023699bc1aa02ca813b80dcbf5d00c8322fe5&idProcessoDoc=50073012,False,False,
9,21/06/2021 15:21:00,Decisão (Decisão),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=e182840a7717b83abf9e7d2c42a2843dd47e6ea6c98a2116d442124c574ac7fdfdedda889bd023699bc1aa02ca813b80dcbf5d00c8322fe5&idProcessoDoc=47673306,False,True,
10,06/05/2021 13:49:10,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=fabd4643e044eb03bf9e7d2c42a2843dd47e6ea6c98a2116d442124c574ac7fdfdedda889bd023699bc1aa02ca813b80dcbf5d00c8322fe5&idProcessoDoc=45196923,False,False,
