id,data_hora,tipo,url,eh_sentenca,eh_decisao,arquivo_local
0,15/11/2024 09:08:42,Sentença (Sentença),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=d73a3b743f6e65d0fa1d0e782f5d1d279d48fc6ebd8cbfe49cd4e84200565c4ba90398f4d3e7d37cf01ab93a8ffcf651930ea2f8f73e5459&idProcessoDoc=134619516,True,False,sentencas_tjma\pdfs\08012610320188100027_000_15-11-2024_09-08-42_Sentença.html
1,11/08/2021 13:59:48,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=0410615a4cc6638626bc25d97f390c388f0e1fcbddfb3927704344d4437f0a48ee21fc49b988c87d417c0ea688b1c892957c7b7f2ab1a2ce&idProcessoDoc=50468884,False,False,
2,26/05/2021 21:41:56,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=c39094a77b031c1026bc25d97f390c388f0e1fcbddfb3927704344d4437f0a48ee21fc49b988c87d417c0ea688b1c892957c7b7f2ab1a2ce&idProcessoDoc=46405429,False,False,
3,03/12/2018 14:04:24,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=8758596abe647e3926bc25d97f390c388f0e1fcbddfb3927704344d4437f0a48ee21fc49b988c87d417c0ea688b1c892957c7b7f2ab1a2ce&idProcessoDoc=15755255,False,False,
4,08/05/2018 13:46:05,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=befb960758ac635d26bc25d97f390c388f0e1fcbddfb3927704344d4437f0a48ee21fc49b988c87d417c0ea688b1c892957c7b7f2ab1a2ce&idProcessoDoc=11527658,False,False,
