processo,sucesso,erro,total_baixados
0800151-71.2021.8.10.0056,True,,2
0803788-59.2023.8.10.0056,True,,1
0803789-44.2023.8.10.0056,True,,1
0877326-44.2023.8.10.0001,True,,1
0800643-24.2025.8.10.0056,True,,1
0002347-86.2017.8.10.0056,True,,1
0804518-70.2023.8.10.0056,True,,1
0803042-60.2024.8.10.0056,True,,1
0805337-70.2024.8.10.0056,True,,1
