id,data_hora,tipo,url,eh_sentenca,eh_decisao,arquivo_local
0,08/10/2025 09:33:35,Sentença (Sentença),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=29ace724007a381e04097ced179d6988a1bef2cd8f242a7595da5ad8eb443a7a34caea4bba4d8ead1f480e9a626beee96338b51d1c24a4ed&idProcessoDoc=162424934,True,False,sentencas_tjma\pdfs\08012689020208100102_000_08-10-2025_09-33-35_Sentença.html
1,26/03/2025 12:49:39,"Ata de audiência com despacho, decisão ou sentença (Ata de audiência com despacho, decisão ou sentença)",https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=8f27944921f9c4f331d96a671bf2634ba1bef2cd8f242a7595da5ad8eb443a7a34caea4bba4d8ead1f480e9a626beee96338b51d1c24a4ed&idProcessoDoc=144361566,True,True,"sentencas_tjma\pdfs\08012689020208100102_001_26-03-2025_12-49-39_Ata de audiência com despacho, decisão ou sentença.html"
2,07/03/2025 14:41:33,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=c61d7d967e7de1dc61e20f68f3d2eadda1bef2cd8f242a7595da5ad8eb443a7a34caea4bba4d8ead1f480e9a626beee96338b51d1c24a4ed&idProcessoDoc=142723861,False,False,
3,06/02/2025 09:59:23,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=627daa11f511b2dbc78f0d5ce9193bbfa1bef2cd8f242a7595da5ad8eb443a7a34caea4bba4d8ead1f480e9a626beee96338b51d1c24a4ed&idProcessoDoc=138781912,False,False,
4,21/08/2024 17:41:56,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=574abb7f8477eca50428300c960e3e0ca1bef2cd8f242a7595da5ad8eb443a7a34caea4bba4d8ead1f480e9a626beee96338b51d1c24a4ed&idProcessoDoc=127233310,False,False,
5,12/01/2024 12:50:48,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=6e0e4d25d39b9e4a0428300c960e3e0ca1bef2cd8f242a7595da5ad8eb443a7a34caea4bba4d8ead1f480e9a626beee96338b51d1c24a4ed&idProcessoDoc=109663702,False,False,
6,26/09/2023 17:50:30,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=4f8c712aed6e673eddedd769c3bb9bf59151527c0d4f70c2be6cd9488ac95278f1b142b4e81e16717198d3a3f68a75bab2d78139a9dcd3f6&idProcessoDoc=102047754,False,False,
7,12/05/2023 09:44:18,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=77e9be0f65bab8eaddedd769c3bb9bf59151527c0d4f70c2be6cd9488ac95278f1b142b4e81e16717198d3a3f68a75bab2d78139a9dcd3f6&idProcessoDoc=91993211,False,False,
8,15/03/2023 17:23:10,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=9077785992067563ddedd769c3bb9bf59151527c0d4f70c2be6cd9488ac95278f1b142b4e81e16717198d3a3f68a75bab2d78139a9dcd3f6&idProcessoDoc=87889175,False,False,
9,24/08/2022 12:19:04,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=895f43e6e294b671ddedd769c3bb9bf59151527c0d4f70c2be6cd9488ac95278f1b142b4e81e16717198d3a3f68a75bab2d78139a9dcd3f6&idProcessoDoc=73442911,False,False,
10,26/11/2021 13:49:09,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=198dee1e1179819cddedd769c3bb9bf59151527c0d4f70c2be6cd9488ac95278f1b142b4e81e16717198d3a3f68a75bab2d78139a9dcd3f6&idProcessoDoc=57090320,False,False,
11,08/09/2020 18:13:13,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=99fe863e95cb77f7ddedd769c3bb9bf59151527c0d4f70c2be6cd9488ac95278f1b142b4e81e16717198d3a3f68a75bab2d78139a9dcd3f6&idProcessoDoc=35343291,False,False,
