id,data_hora,tipo,url,eh_sentenca,eh_decisao,arquivo_local
0,02/07/2024 11:38:56,Sentença (Sentença),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=54f89476853d032005327198fbbca1c9213e4506072b1af344c2ece0acbd347e0b65dd771b0411dfb819d2504a53cc1144b7b57ffb0c21fb&idProcessoDoc=122844652,True,False,sentencas_tjma\pdfs\08773264420238100001_000_02-07-2024_11-38-56_Sentença.html
1,03/06/2024 12:30:19,Decisão (Decisão),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=1407302d1c4e5c88ebc210c5b1cc8107213e4506072b1af344c2ece0acbd347e0b65dd771b0411dfb819d2504a53cc1144b7b57ffb0c21fb&idProcessoDoc=120713903,False,True,
2,07/03/2024 15:34:36,Certidão de Oficial de Justiça (Certidão de Oficial de Justiça),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=f16495c55fa735eaf53bb6ad521f4c48213e4506072b1af344c2ece0acbd347e0b65dd771b0411dfb819d2504a53cc1144b7b57ffb0c21fb&idProcessoDoc=113980694,False,False,
3,26/02/2024 11:02:05,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=acb4dee5608e4b6105327198fbbca1c9213e4506072b1af344c2ece0acbd347e0b65dd771b0411dfb819d2504a53cc1144b7b57ffb0c21fb&idProcessoDoc=112908054,False,False,
4,13/12/2023 15:01:02,Decisão (Decisão),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=20b34eba15b5b50705327198fbbca1c9213e4506072b1af344c2ece0acbd347e0b65dd771b0411dfb819d2504a53cc1144b7b57ffb0c21fb&idProcessoDoc=108596083,False,True,
