id,data_hora,tipo,url,eh_sentenca,eh_decisao,arquivo_local
0,24/01/2025 17:40:20,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=5a9605079dbb260a6a201b21b7e035c7ef31ceb57438969cb361a1b63dbbc3d02e4b0978b3cef2bb206b8bcc95c0b99c59e00bc8a33b7c64&idProcessoDoc=139305853,False,False,
1,26/07/2024 10:28:10,Sentença (Sentença),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=abfed4d1f8bcbd894e54b5ec3ec5d6efef31ceb57438969cb361a1b63dbbc3d02e4b0978b3cef2bb206b8bcc95c0b99c59e00bc8a33b7c64&idProcessoDoc=125048574,True,False,sentencas_tjma\pdfs\08026773220218100049_001_26-07-2024_10-28-10_Sentença.html
2,01/07/2024 17:51:30,"Ata de audiência com despacho, decisão ou sentença (Ata de audiência com despacho, decisão ou sentença)",https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=0364234d34cb5f438c73e2110fd63168ef31ceb57438969cb361a1b63dbbc3d02e4b0978b3cef2bb206b8bcc95c0b99c59e00bc8a33b7c64&idProcessoDoc=123056419,True,True,"sentencas_tjma\pdfs\08026773220218100049_002_01-07-2024_17-51-30_Ata de audiência com despacho, decisão ou sentença.html"
3,29/05/2024 15:25:31,"Ata de audiência com despacho, decisão ou sentença (Ata de audiência com despacho, decisão ou sentença)",https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=436b3fa1a920dc16ad1caba77606d071ef31ceb57438969cb361a1b63dbbc3d02e4b0978b3cef2bb206b8bcc95c0b99c59e00bc8a33b7c64&idProcessoDoc=120546280,True,True,"sentencas_tjma\pdfs\08026773220218100049_003_29-05-2024_15-25-31_Ata de audiência com despacho, decisão ou sentença.html"
4,15/04/2024 22:01:18,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=585c40f50c5ed5ba4e54b5ec3ec5d6efef31ceb57438969cb361a1b63dbbc3d02e4b0978b3cef2bb206b8bcc95c0b99c59e00bc8a33b7c64&idProcessoDoc=116895749,False,False,
5,20/02/2024 14:23:10,Decisão (Decisão),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=cf4f1f2ab5d3e99cad1caba77606d071ef31ceb57438969cb361a1b63dbbc3d02e4b0978b3cef2bb206b8bcc95c0b99c59e00bc8a33b7c64&idProcessoDoc=112464414,False,True,
6,12/01/2024 19:44:14,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=22180d98e5e73069d5f73cff06ca8276ef31ceb57438969cb361a1b63dbbc3d02e4b0978b3cef2bb206b8bcc95c0b99c59e00bc8a33b7c64&idProcessoDoc=109724432,False,False,
7,26/04/2023 09:18:02,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=43cdc45fc0d4db4ec09fcb958d4aedc3e05c740b33afac6966343e00116ad3384f5a6483a8014c0b4a2ca3da42bbf2f32ff87392e26f1dd2&idProcessoDoc=90798372,False,False,
8,08/02/2023 09:34:00,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=050475aad4f886d3c09fcb958d4aedc3e05c740b33afac6966343e00116ad3384f5a6483a8014c0b4a2ca3da42bbf2f32ff87392e26f1dd2&idProcessoDoc=85248131,False,False,
9,13/01/2023 14:36:45,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=558abbb61eb50336c09fcb958d4aedc3e05c740b33afac6966343e00116ad3384f5a6483a8014c0b4a2ca3da42bbf2f32ff87392e26f1dd2&idProcessoDoc=83523034,False,False,
10,25/02/2022 11:00:50,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=7da446a07dad6657c09fcb958d4aedc3e05c740b33afac6966343e00116ad3384f5a6483a8014c0b4a2ca3da42bbf2f32ff87392e26f1dd2&idProcessoDoc=56460895,False,False,
11,10/11/2021 09:57:50,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=57bcd2032c044568c09fcb958d4aedc3e05c740b33afac6966343e00116ad3384f5a6483a8014c0b4a2ca3da42bbf2f32ff87392e26f1dd2&idProcessoDoc=55976180,False,False,
12,08/10/2021 11:55:43,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=a8f3c1fa389dfc05c09fcb958d4aedc3e05c740b33afac6966343e00116ad3384f5a6483a8014c0b4a2ca3da42bbf2f32ff87392e26f1dd2&idProcessoDoc=53967366,False,False,
