id,data_hora,tipo,url,eh_sentenca,eh_decisao,arquivo_local
0,07/11/2024 10:21:19,Decisão (Decisão),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=ff1e2be000d708982d2c14c66eca56120755116bd6f26a0ca456e93c1737adb15e4f56d9e2762b649b57de9b28409c91cea03b4b47bcd533&idProcessoDoc=134009570,False,True,
1,16/04/2024 23:34:48,Sentença (Sentença),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=c98dc29ab6a8ef13b4ef1d0116e2d7060755116bd6f26a0ca456e93c1737adb15e4f56d9e2762b649b57de9b28409c91cea03b4b47bcd533&idProcessoDoc=117052093,True,False,sentencas_tjma\pdfs\08160246220218100040_001_16-04-2024_23-34-48_Sentença.html
2,31/10/2023 20:19:22,Ata da Audiência (Ata da Audiência),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=ba5fe4f613857aa0690383a6d7347d00d9851e2b28f232a0c7c529bd324406f6261296da1f5be09e34c0cc9bf66e359df53b7984642d6e97&idProcessoDoc=105054805,False,False,
3,27/10/2023 23:13:36,Certidão de Oficial de Justiça (Certidão de Oficial de Justiça),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=5fcfd8b4c766d5b7690383a6d7347d00d9851e2b28f232a0c7c529bd324406f6261296da1f5be09e34c0cc9bf66e359df53b7984642d6e97&idProcessoDoc=105019436,False,False,
4,06/10/2023 15:53:39,Certidão de Oficial de Justiça (Certidão de Oficial de Justiça),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=5837051865d39b4e690383a6d7347d00d9851e2b28f232a0c7c529bd324406f6261296da1f5be09e34c0cc9bf66e359df53b7984642d6e97&idProcessoDoc=103341354,False,False,
5,06/10/2023 15:49:19,Certidão de Oficial de Justiça (Certidão de Oficial de Justiça),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=8dadbb111d0fbb2f690383a6d7347d00d9851e2b28f232a0c7c529bd324406f6261296da1f5be09e34c0cc9bf66e359df53b7984642d6e97&idProcessoDoc=103341337,False,False,
6,19/09/2023 09:21:33,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=0e611c3bf7ddcda4690383a6d7347d00d9851e2b28f232a0c7c529bd324406f6261296da1f5be09e34c0cc9bf66e359df53b7984642d6e97&idProcessoDoc=101776963,False,False,
7,20/01/2023 11:14:28,Decisão (Decisão),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=c468c6b09d07769e690383a6d7347d00d9851e2b28f232a0c7c529bd324406f6261296da1f5be09e34c0cc9bf66e359df53b7984642d6e97&idProcessoDoc=83943620,False,True,
8,22/09/2022 15:44:17,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=b2b60027eb36f3f5690383a6d7347d00d9851e2b28f232a0c7c529bd324406f6261296da1f5be09e34c0cc9bf66e359df53b7984642d6e97&idProcessoDoc=76763149,False,False,
9,19/08/2022 09:44:11,Despacho (Despacho),https://pje.tjma.jus.br:443/pje/ConsultaPublica/DetalheProcessoConsultaPublica/documentoSemLoginHTML.seam?ca=433b6e2edd719136690383a6d7347d00d9851e2b28f232a0c7c529bd324406f6261296da1f5be09e34c0cc9bf66e359df53b7984642d6e97&idProcessoDoc=74138153,False,False,
